year_month,industry,ratio,country
202504,K-패션,10.45,일본
202504,K-문화체험,1.59,일본
202504,K-나이트컬처,0.69,일본
202504,K-스포츠,0.36,일본
202504,K-공연,0.16,일본
202505,K-라이프스타일푸드,38.35,일본
202505,K-쇼핑,22.89,일본
202505,K-한식,13.57,일본
202505,K-뷰티웰니스,10.9,일본
202505,K-패션,11.35,일본
202505,K-문화체험,1.74,일본
202505,K-나이트컬처,0.71,일본
202505,K-스포츠,0.31,일본
202505,K-공연,0.18,일본
202506,K-라이프스타일푸드,39.34,일본
202506,K-쇼핑,22.5,일본
202506,K-한식,12.98,일본
202506,K-뷰티웰니스,11.23,일본
202506,K-패션,11.27,일본
202506,K-문화체험,1.58,일본
202506,K-나이트컬처,0.66,일본
202506,K-스포츠,0.3,일본
202506,K-공연,0.15,일본
202507,K-라이프스타일푸드,39.47,일본
202507,K-쇼핑,22.36,일본
202507,K-한식,13.38,일본
202507,K-뷰티웰니스,11.02,일본
202507,K-패션,10.99,일본
202507,K-문화체험,1.71,일본
202507,K-나이트컬처,0.63,일본
202507,K-스포츠,0.29,일본
202507,K-공연,0.15,일본
202508,K-라이프스타일푸드,39.63,일본
202508,K-쇼핑,22.75,일본
202508,K-한식,13.5,일본
202508,K-뷰티웰니스,10.12,일본
202508,K-패션,10.98,일본
202508,K-문화체험,1.9,일본
202508,K-나이트컬처,0.61,일본
202508,K-스포츠,0.35,일본
202508,K-공연,0.17,일본
202509,K-라이프스타일푸드,39.12,일본
202509,K-쇼핑,21.96,일본
202509,K-한식,13.27,일본
202509,K-뷰티웰니스,11.49,일본
202509,K-패션,11.58,일본
202509,K-문화체험,1.51,일본
202509,K-나이트컬처,0.61,일본
202509,K-스포츠,0.32,일본
202509,K-공연,0.15,일본
202510,K-라이프스타일푸드,38.93,일본
202510,K-쇼핑,22.43,일본
202510,K-한식,13.73,일본
202510,K-뷰티웰니스,11.36,일본
202510,K-패션,10.86,일본
202510,K-문화체험,1.55,일본
202510,K-나이트컬처,0.62,일본
202510,K-스포츠,0.32,일본
202510,K-공연,0.19,일본
202511,K-라이프스타일푸드,37.42,일본
202511,K-쇼핑,22.62,일본
202511,K-한식,13.88,일본
202511,K-뷰티웰니스,12.23,일본
202511,K-패션,11.48,일본
202511,K-문화체험,1.34,일본
202511,K-나이트컬처,0.59,일본
202511,K-스포츠,0.31,일본
202511,K-공연,0.14,일본
202512,K-라이프스타일푸드,37.34,일본
202512,K-쇼핑,23.46,일본
202512,K-한식,14.16,일본
202512,K-뷰티웰니스,11.9,일본
202512,K-패션,10.54,일본
202512,K-문화체험,1.58,일본
202512,K-나이트컬처,0.6,일본
202512,K-스포츠,0.28,일본
202512,K-공연,0.15,일본
202601,K-라이프스타일푸드,37.58,일본
202601,K-쇼핑,23.71,일본
202601,K-한식,14.28,일본
202601,K-뷰티웰니스,11.31,일본
202601,K-패션,10.41,일본
202601,K-문화체험,1.59,일본
202601,K-나이트컬처,0.63,일본
202601,K-스포츠,0.33,일본
202601,K-공연,0.15,일본
202602,K-라이프스타일푸드,39.15,일본
202602,K-쇼핑,22.63,일본
202602,K-한식,13.77,일본
202602,K-뷰티웰니스,10.81,일본
202602,K-패션,10.84,일본
202602,K-문화체험,1.68,일본
202602,K-나이트컬처,0.61,일본
202602,K-스포츠,0.35,일본
202602,K-공연,0.16,일본
202603,K-라이프스타일푸드,39.66,일본
202603,K-쇼핑,21.74,일본
202603,K-한식,13.64,일본
202603,K-뷰티웰니스,10.63,일본
202603,K-패션,11.82,일본
202603,K-문화체험,1.61,일본
202603,K-나이트컬처,0.52,일본
202603,K-스포츠,0.24,일본
202603,K-공연,0.13,일본
202604,K-라이프스타일푸드,40.51,일본
202604,K-쇼핑,22.1,일본
202604,K-한식,13.94,일본
202604,K-뷰티웰니스,10.73,일본
202604,K-패션,10.1,일본
202604,K-문화체험,1.58,일본
202604,K-나이트컬처,0.6,일본
202604,K-스포츠,0.29,일본
202604,K-공연,0.16,일본
201801,K-라이프스타일푸드,14.15,대만
201801,K-쇼핑,52.8,대만
201801,K-한식,6.16,대만
201801,K-뷰티웰니스,15.44,대만
201801,K-패션,10.22,대만
201801,K-문화체험,0.63,대만
201801,K-스포츠,0.24,대만
201801,K-나이트컬처,0.21,대만
201801,K-공연,0.15,대만
201802,K-라이프스타일푸드,15.08,대만
201802,K-쇼핑,52.66,대만
201802,K-한식,6.0,대만
201802,K-뷰티웰니스,15.01,대만
201802,K-패션,9.71,대만
201802,K-문화체험,0.85,대만
201802,K-스포츠,0.33,대만
201802,K-나이트컬처,0.22,대만
201802,K-공연,0.14,대만
201803,K-라이프스타일푸드,14.57,대만
201803,K-쇼핑,54.87,대만
201803,K-한식,5.6,대만
201803,K-뷰티웰니스,13.25,대만
201803,K-패션,10.6,대만
201803,K-문화체험,0.61,대만
201803,K-스포츠,0.18,대만
201803,K-나이트컬처,0.21,대만
201803,K-공연,0.1,대만
201804,K-라이프스타일푸드,15.87,대만
201804,K-쇼핑,50.36,대만
201804,K-한식,6.44,대만
201804,K-뷰티웰니스,14.3,대만
201804,K-패션,11.51,대만
201804,K-문화체험,0.92,대만
201804,K-스포츠,0.21,대만
201804,K-나이트컬처,0.27,대만
201804,K-공연,0.13,대만
201805,K-라이프스타일푸드,15.99,대만
201805,K-쇼핑,50.47,대만
201805,K-한식,6.48,대만
201805,K-뷰티웰니스,14.19,대만
201805,K-패션,11.53,대만
201805,K-문화체험,0.7,대만
201805,K-스포츠,0.18,대만
201805,K-나이트컬처,0.3,대만
201805,K-공연,0.16,대만
201806,K-라이프스타일푸드,16.16,대만
201806,K-쇼핑,49.15,대만
201806,K-한식,7.17,대만
201806,K-뷰티웰니스,13.99,대만
201806,K-패션,11.92,대만
201806,K-문화체험,0.91,대만
201806,K-스포츠,0.21,대만
201806,K-나이트컬처,0.31,대만
201806,K-공연,0.16,대만
201807,K-라이프스타일푸드,17.57,대만
201807,K-쇼핑,49.22,대만
201807,K-한식,7.7,대만
201807,K-뷰티웰니스,13.17,대만
201807,K-패션,10.16,대만
201807,K-문화체험,1.36,대만
201807,K-스포츠,0.34,대만
201807,K-나이트컬처,0.26,대만
201807,K-공연,0.22,대만
201808,K-라이프스타일푸드,18.52,대만
201808,K-쇼핑,48.52,대만
201808,K-한식,8.08,대만
201808,K-뷰티웰니스,12.9,대만
201808,K-패션,9.83,대만
201808,K-문화체험,1.37,대만
201808,K-스포츠,0.24,대만
201808,K-나이트컬처,0.33,대만
201808,K-공연,0.21,대만
201809,K-라이프스타일푸드,17.23,대만
201809,K-쇼핑,49.73,대만
201809,K-한식,7.64,대만
201809,K-뷰티웰니스,12.66,대만
201809,K-패션,11.12,대만
201809,K-문화체험,0.93,대만
201809,K-스포츠,0.21,대만
201809,K-나이트컬처,0.35,대만
201809,K-공연,0.14,대만
201810,K-라이프스타일푸드,17.09,대만
201810,K-쇼핑,49.83,대만
201810,K-한식,7.8,대만
201810,K-뷰티웰니스,12.27,대만
201810,K-패션,11.57,대만
201810,K-문화체험,0.81,대만
201810,K-스포츠,0.21,대만
201810,K-나이트컬처,0.27,대만
201810,K-공연,0.14,대만
201811,K-라이프스타일푸드,17.92,대만
201811,K-쇼핑,49.37,대만
201811,K-한식,7.77,대만
201811,K-뷰티웰니스,12.08,대만
201811,K-패션,11.51,대만
201811,K-문화체험,0.76,대만
201811,K-스포츠,0.15,대만
201811,K-나이트컬처,0.33,대만
201811,K-공연,0.1,대만
201812,K-라이프스타일푸드,17.79,대만
201812,K-쇼핑,48.49,대만
201812,K-한식,8.0,대만
201812,K-뷰티웰니스,11.94,대만
201812,K-패션,12.05,대만
201812,K-문화체험,0.95,대만
201812,K-스포츠,0.26,대만
201812,K-나이트컬처,0.34,대만
201812,K-공연,0.18,대만
201901,K-라이프스타일푸드,19.3,대만
201901,K-쇼핑,46.65,대만
201901,K-한식,7.79,대만
201901,K-뷰티웰니스,13.8,대만
201901,K-패션,10.63,대만
201901,K-문화체험,0.97,대만
201901,K-스포츠,0.37,대만
201901,K-나이트컬처,0.31,대만
201901,K-공연,0.18,대만
201902,K-라이프스타일푸드,18.26,대만
201902,K-쇼핑,47.74,대만
201902,K-한식,7.99,대만
201902,K-뷰티웰니스,13.27,대만
201902,K-패션,10.56,대만
201902,K-문화체험,1.25,대만
201902,K-스포츠,0.45,대만
201902,K-나이트컬처,0.26,대만
201902,K-공연,0.23,대만
201903,K-라이프스타일푸드,18.02,대만
201903,K-쇼핑,49.27,대만
201903,K-한식,7.58,대만
201903,K-뷰티웰니스,12.34,대만
201903,K-패션,10.91,대만
201903,K-문화체험,1.08,대만
201903,K-스포츠,0.22,대만
201903,K-나이트컬처,0.31,대만
201903,K-공연,0.27,대만
201904,K-라이프스타일푸드,18.8,대만
201904,K-쇼핑,48.53,대만
201904,K-한식,8.46,대만
201904,K-뷰티웰니스,11.1,대만
201904,K-패션,11.16,대만
201904,K-문화체험,1.09,대만
201904,K-스포츠,0.25,대만
201904,K-나이트컬처,0.28,대만
201904,K-공연,0.33,대만
201905,K-라이프스타일푸드,19.13,대만
201905,K-쇼핑,48.31,대만
201905,K-한식,8.37,대만
201905,K-뷰티웰니스,10.88,대만
201905,K-패션,11.27,대만
201905,K-문화체험,1.16,대만
201905,K-스포츠,0.27,대만
201905,K-나이트컬처,0.34,대만
201905,K-공연,0.26,대만
201906,K-라이프스타일푸드,19.34,대만
201906,K-쇼핑,47.15,대만
201906,K-한식,8.94,대만
201906,K-뷰티웰니스,10.65,대만
201906,K-패션,11.73,대만
201906,K-문화체험,1.3,대만
201906,K-스포츠,0.27,대만
201906,K-나이트컬처,0.35,대만
201906,K-공연,0.28,대만
201907,K-라이프스타일푸드,21.25,대만
201907,K-쇼핑,45.87,대만
201907,K-한식,9.49,대만
201907,K-뷰티웰니스,10.4,대만
201907,K-패션,10.41,대만
201907,K-문화체험,1.59,대만
201907,K-스포츠,0.36,대만
201907,K-나이트컬처,0.32,대만
201907,K-공연,0.31,대만
201908,K-라이프스타일푸드,21.66,대만
201908,K-쇼핑,45.5,대만
201908,K-한식,9.43,대만
201908,K-뷰티웰니스,10.58,대만
201908,K-패션,9.99,대만
201908,K-문화체험,1.9,대만
201908,K-스포츠,0.34,대만
201908,K-나이트컬처,0.34,대만
201908,K-공연,0.27,대만
201909,K-라이프스타일푸드,20.5,대만
201909,K-쇼핑,46.67,대만
201909,K-한식,9.25,대만
201909,K-뷰티웰니스,10.22,대만
201909,K-패션,11.31,대만
201909,K-문화체험,1.25,대만
201909,K-스포츠,0.25,대만
201909,K-나이트컬처,0.38,대만
201909,K-공연,0.17,대만
201910,K-라이프스타일푸드,21.22,대만
201910,K-쇼핑,44.71,대만
201910,K-한식,10.39,대만
201910,K-뷰티웰니스,10.14,대만
201910,K-패션,11.44,대만
201910,K-문화체험,1.24,대만
201910,K-스포츠,0.28,대만
201910,K-나이트컬처,0.34,대만
201910,K-공연,0.24,대만
201911,K-라이프스타일푸드,21.22,대만
201911,K-쇼핑,44.23,대만
201911,K-한식,10.6,대만
201911,K-뷰티웰니스,10.25,대만
201911,K-패션,11.78,대만
201911,K-문화체험,1.08,대만
201911,K-스포츠,0.23,대만
201911,K-나이트컬처,0.38,대만
201911,K-공연,0.21,대만
201912,K-라이프스타일푸드,21.57,대만
201912,K-쇼핑,43.2,대만
201912,K-한식,10.45,대만
201912,K-뷰티웰니스,10.27,대만
201912,K-패션,12.51,대만
201912,K-문화체험,1.04,대만
201912,K-스포츠,0.36,대만
201912,K-나이트컬처,0.39,대만
201912,K-공연,0.21,대만
202001,K-라이프스타일푸드,22.76,대만
202001,K-쇼핑,43.01,대만
202001,K-한식,10.0,대만
202001,K-뷰티웰니스,11.2,대만
202001,K-패션,10.67,대만
202001,K-문화체험,1.23,대만
202001,K-스포츠,0.62,대만
202001,K-나이트컬처,0.31,대만
202001,K-공연,0.2,대만
202002,K-라이프스타일푸드,22.89,대만
202002,K-쇼핑,42.81,대만
202002,K-한식,9.38,대만
202002,K-뷰티웰니스,12.01,대만
202002,K-패션,10.74,대만
202002,K-문화체험,1.19,대만
202002,K-스포츠,0.52,대만
202002,K-나이트컬처,0.31,대만
202002,K-공연,0.15,대만
202003,K-라이프스타일푸드,42.53,대만
202003,K-쇼핑,33.41,대만
202003,K-한식,12.41,대만
202003,K-뷰티웰니스,5.25,대만
202003,K-패션,4.49,대만
202003,K-문화체험,0.76,대만
202003,K-스포츠,0.45,대만
202003,K-나이트컬처,0.61,대만
202003,K-공연,0.09,대만
202004,K-라이프스타일푸드,42.74,대만
202004,K-쇼핑,33.75,대만
202004,K-한식,12.66,대만
202004,K-뷰티웰니스,4.53,대만
202004,K-패션,4.22,대만
202004,K-문화체험,0.54,대만
202004,K-스포츠,0.75,대만
202004,K-나이트컬처,0.81,대만
202005,K-라이프스타일푸드,43.52,대만
202005,K-쇼핑,32.3,대만
202005,K-한식,12.47,대만
202005,K-뷰티웰니스,5.18,대만
202005,K-패션,4.11,대만
202005,K-문화체험,0.78,대만
202005,K-스포츠,0.7,대만
202005,K-나이트컬처,0.81,대만
202005,K-공연,0.12,대만
202006,K-라이프스타일푸드,42.68,대만
202006,K-쇼핑,32.11,대만
202006,K-한식,13.62,대만
202006,K-뷰티웰니스,5.6,대만
202006,K-패션,3.85,대만
202006,K-문화체험,0.55,대만
202006,K-스포츠,0.55,대만
202006,K-나이트컬처,0.8,대만
202006,K-공연,0.25,대만
202007,K-라이프스타일푸드,41.93,대만
202007,K-쇼핑,32.45,대만
202007,K-한식,13.28,대만
202007,K-뷰티웰니스,5.58,대만
202007,K-패션,4.53,대만
202007,K-문화체험,0.54,대만
202007,K-스포츠,0.7,대만
202007,K-나이트컬처,0.84,대만
202007,K-공연,0.17,대만
202008,K-라이프스타일푸드,41.96,대만
202008,K-쇼핑,33.99,대만
202008,K-한식,12.4,대만
202008,K-뷰티웰니스,5.29,대만
202008,K-패션,4.31,대만
202008,K-문화체험,0.36,대만
202008,K-스포츠,0.53,대만
202008,K-나이트컬처,0.88,대만
202008,K-공연,0.28,대만
202009,K-라이프스타일푸드,43.05,대만
202009,K-쇼핑,31.2,대만
202009,K-한식,14.8,대만
202009,K-뷰티웰니스,5.01,대만
202009,K-패션,4.13,대만
202009,K-문화체험,0.43,대만
202009,K-스포츠,0.43,대만
202009,K-나이트컬처,0.74,대만
202009,K-공연,0.21,대만
202010,K-라이프스타일푸드,42.97,대만
202010,K-쇼핑,30.46,대만
202010,K-한식,15.1,대만
202010,K-뷰티웰니스,4.14,대만
202010,K-패션,5.12,대만
202010,K-문화체험,0.65,대만
202010,K-스포츠,0.53,대만
202010,K-나이트컬처,0.93,대만
202010,K-공연,0.11,대만
202011,K-라이프스타일푸드,43.57,대만
202011,K-쇼핑,30.9,대만
202011,K-한식,14.88,대만
202011,K-뷰티웰니스,4.24,대만
202011,K-패션,4.05,대만
202011,K-문화체험,0.86,대만
202011,K-스포츠,0.49,대만
202011,K-나이트컬처,0.93,대만
202011,K-공연,0.09,대만
202012,K-라이프스타일푸드,42.17,대만
202012,K-쇼핑,35.49,대만
202012,K-한식,13.26,대만
202012,K-뷰티웰니스,4.57,대만
202012,K-패션,3.36,대만
202012,K-문화체험,0.46,대만
202012,K-스포츠,0.17,대만
202012,K-나이트컬처,0.38,대만
202012,K-공연,0.14,대만
202101,K-라이프스타일푸드,43.8,대만
202101,K-쇼핑,34.03,대만
202101,K-한식,13.76,대만
202101,K-뷰티웰니스,4.17,대만
202101,K-패션,3.2,대만
202101,K-문화체험,0.38,대만
202101,K-스포츠,0.27,대만
202101,K-나이트컬처,0.33,대만
202101,K-공연,0.05,대만
202102,K-라이프스타일푸드,41.56,대만
202102,K-쇼핑,33.47,대만
202102,K-한식,13.95,대만
202102,K-뷰티웰니스,5.29,대만
202102,K-패션,3.84,대만
202102,K-문화체험,0.43,대만
202102,K-스포츠,0.47,대만
202102,K-나이트컬처,0.83,대만
202102,K-공연,0.15,대만
202103,K-라이프스타일푸드,42.46,대만
202103,K-쇼핑,32.55,대만
202103,K-한식,14.87,대만
202103,K-뷰티웰니스,4.96,대만
202103,K-패션,3.18,대만
202103,K-문화체험,0.55,대만
202103,K-스포츠,0.51,대만
202103,K-나이트컬처,0.74,대만
202103,K-공연,0.18,대만
202104,K-라이프스타일푸드,44.07,대만
202104,K-쇼핑,30.21,대만
202104,K-한식,15.37,대만
202104,K-뷰티웰니스,4.49,대만
202104,K-패션,3.64,대만
202104,K-문화체험,0.58,대만
202104,K-스포츠,0.65,대만
202104,K-나이트컬처,0.71,대만
202104,K-공연,0.28,대만
202105,K-라이프스타일푸드,45.04,대만
202105,K-쇼핑,29.32,대만
202105,K-한식,14.96,대만
202105,K-뷰티웰니스,4.37,대만
202105,K-패션,3.57,대만
202105,K-문화체험,0.84,대만
202105,K-스포츠,0.68,대만
202105,K-나이트컬처,0.92,대만
202105,K-공연,0.32,대만
202106,K-라이프스타일푸드,45.05,대만
202106,K-쇼핑,31.0,대만
202106,K-한식,13.37,대만
202106,K-뷰티웰니스,4.36,대만
202106,K-패션,3.78,대만
202106,K-문화체험,0.8,대만
202106,K-스포츠,0.58,대만
202106,K-나이트컬처,0.83,대만
202106,K-공연,0.23,대만
202107,K-라이프스타일푸드,46.45,대만
202107,K-쇼핑,30.59,대만
202107,K-한식,13.48,대만
202107,K-뷰티웰니스,4.15,대만
202107,K-패션,3.07,대만
202107,K-문화체험,0.81,대만
202107,K-스포츠,0.74,대만
202107,K-나이트컬처,0.56,대만
202107,K-공연,0.15,대만
202108,K-라이프스타일푸드,45.67,대만
202108,K-쇼핑,29.94,대만
202108,K-한식,13.85,대만
202108,K-뷰티웰니스,4.93,대만
202108,K-패션,3.39,대만
202108,K-문화체험,0.95,대만
202108,K-스포츠,0.63,대만
202108,K-나이트컬처,0.46,대만
202108,K-공연,0.18,대만
202109,K-라이프스타일푸드,45.71,대만
202109,K-쇼핑,27.92,대만
202109,K-한식,15.15,대만
202109,K-뷰티웰니스,5.14,대만
202109,K-패션,4.17,대만
202109,K-문화체험,0.59,대만
202109,K-스포츠,0.54,대만
202109,K-나이트컬처,0.49,대만
202109,K-공연,0.29,대만
202110,K-라이프스타일푸드,44.88,대만
202110,K-쇼핑,27.95,대만
202110,K-한식,15.94,대만
202110,K-뷰티웰니스,4.33,대만
202110,K-패션,4.5,대만
202110,K-문화체험,0.85,대만
202110,K-스포츠,0.58,대만
202110,K-나이트컬처,0.8,대만
202110,K-공연,0.18,대만
202111,K-라이프스타일푸드,45.84,대만
202111,K-쇼핑,27.38,대만
202111,K-한식,16.25,대만
202111,K-뷰티웰니스,4.19,대만
202111,K-패션,3.58,대만
202111,K-문화체험,0.95,대만
202111,K-스포츠,0.57,대만
202111,K-나이트컬처,1.03,대만
202111,K-공연,0.21,대만
202112,K-라이프스타일푸드,44.61,대만
202112,K-쇼핑,29.15,대만
202112,K-한식,14.92,대만
202112,K-뷰티웰니스,4.98,대만
202112,K-패션,3.82,대만
202112,K-문화체험,1.13,대만
202112,K-스포츠,0.38,대만
202112,K-나이트컬처,0.85,대만
202112,K-공연,0.17,대만
202201,K-라이프스타일푸드,45.21,대만
202201,K-쇼핑,29.06,대만
202201,K-한식,14.88,대만
202201,K-뷰티웰니스,4.89,대만
202201,K-패션,3.7,대만
202201,K-문화체험,0.8,대만
202201,K-스포츠,0.45,대만
202201,K-나이트컬처,0.78,대만
202201,K-공연,0.22,대만
202202,K-라이프스타일푸드,41.88,대만
202202,K-쇼핑,32.89,대만
202202,K-한식,13.83,대만
202202,K-뷰티웰니스,5.18,대만
202202,K-패션,3.76,대만
202202,K-문화체험,1.02,대만
202202,K-스포츠,0.58,대만
202202,K-나이트컬처,0.61,대만
202202,K-공연,0.25,대만
202203,K-라이프스타일푸드,44.57,대만
202203,K-쇼핑,28.46,대만
202203,K-한식,15.96,대만
202203,K-뷰티웰니스,4.98,대만
202203,K-패션,3.52,대만
202203,K-문화체험,0.84,대만
202203,K-스포츠,0.5,대만
202203,K-나이트컬처,0.85,대만
202203,K-공연,0.31,대만
202204,K-라이프스타일푸드,48.82,대만
202204,K-쇼핑,23.27,대만
202204,K-한식,16.31,대만
202204,K-뷰티웰니스,4.37,대만
202204,K-패션,3.82,대만
202204,K-문화체험,1.56,대만
202204,K-스포츠,0.41,대만
202204,K-나이트컬처,1.22,대만
202204,K-공연,0.21,대만
202205,K-라이프스타일푸드,48.66,대만
202205,K-쇼핑,23.58,대만
202205,K-한식,15.38,대만
202205,K-뷰티웰니스,4.21,대만
202205,K-패션,4.06,대만
202205,K-문화체험,1.78,대만
202205,K-스포츠,0.58,대만
202205,K-나이트컬처,1.35,대만
202205,K-공연,0.4,대만
202206,K-라이프스타일푸드,46.54,대만
202206,K-쇼핑,25.11,대만
202206,K-한식,16.0,대만
202206,K-뷰티웰니스,4.5,대만
202206,K-패션,3.87,대만
202206,K-문화체험,1.99,대만
202206,K-스포츠,0.43,대만
202206,K-나이트컬처,1.14,대만
202206,K-공연,0.43,대만
202207,K-라이프스타일푸드,43.71,대만
202207,K-쇼핑,27.11,대만
202207,K-한식,15.12,대만
202207,K-뷰티웰니스,4.63,대만
202207,K-패션,5.19,대만
202207,K-문화체험,2.08,대만
202207,K-스포츠,0.53,대만
202207,K-나이트컬처,1.22,대만
202207,K-공연,0.41,대만
202208,K-라이프스타일푸드,40.8,대만
202208,K-쇼핑,29.23,대만
202208,K-한식,14.98,대만
202208,K-뷰티웰니스,5.14,대만
202208,K-패션,6.01,대만
202208,K-문화체험,2.08,대만
202208,K-스포츠,0.39,대만
202208,K-나이트컬처,1.03,대만
202208,K-공연,0.34,대만
202209,K-라이프스타일푸드,41.48,대만
202209,K-쇼핑,27.58,대만
202209,K-한식,15.04,대만
202209,K-뷰티웰니스,5.1,대만
202209,K-패션,7.32,대만
202209,K-문화체험,1.95,대만
202209,K-스포츠,0.37,대만
202209,K-나이트컬처,0.93,대만
202209,K-공연,0.23,대만
202210,K-라이프스타일푸드,38.39,대만
202210,K-쇼핑,28.04,대만
202210,K-한식,14.93,대만
202210,K-뷰티웰니스,5.15,대만
202210,K-패션,9.82,대만
202210,K-문화체험,2.1,대만
202210,K-스포츠,0.32,대만
202210,K-나이트컬처,1.09,대만
202210,K-공연,0.16,대만
202211,K-라이프스타일푸드,34.6,대만
202211,K-쇼핑,28.77,대만
202211,K-한식,14.46,대만
202211,K-뷰티웰니스,6.08,대만
202211,K-패션,12.3,대만
202211,K-문화체험,2.44,대만
202211,K-스포츠,0.26,대만
202211,K-나이트컬처,0.9,대만
202211,K-공연,0.19,대만
202212,K-라이프스타일푸드,30.97,대만
202212,K-쇼핑,31.47,대만
202212,K-한식,13.48,대만
202212,K-뷰티웰니스,7.09,대만
202212,K-패션,13.47,대만
202212,K-문화체험,2.16,대만
202212,K-스포츠,0.34,대만
202212,K-나이트컬처,0.79,대만
202212,K-공연,0.22,대만
202301,K-라이프스타일푸드,29.11,대만
202301,K-쇼핑,33.72,대만
202301,K-한식,12.62,대만
202301,K-뷰티웰니스,7.42,대만
202301,K-패션,13.6,대만
202301,K-문화체험,2.17,대만
202301,K-스포츠,0.57,대만
202301,K-나이트컬처,0.55,대만
202301,K-공연,0.25,대만
202302,K-라이프스타일푸드,28.07,대만
202302,K-쇼핑,33.33,대만
202302,K-한식,11.68,대만
202302,K-뷰티웰니스,8.17,대만
202302,K-패션,15.07,대만
202302,K-문화체험,2.43,대만
202302,K-스포츠,0.5,대만
202302,K-나이트컬처,0.51,대만
202302,K-공연,0.23,대만
202303,K-라이프스타일푸드,30.02,대만
202303,K-쇼핑,32.29,대만
202303,K-한식,12.12,대만
202303,K-뷰티웰니스,8.25,대만
202303,K-패션,13.86,대만
202303,K-문화체험,2.44,대만
202303,K-스포츠,0.27,대만
202303,K-나이트컬처,0.54,대만
202303,K-공연,0.22,대만
202304,K-라이프스타일푸드,29.63,대만
202304,K-쇼핑,32.48,대만
202304,K-한식,12.44,대만
202304,K-뷰티웰니스,7.97,대만
202304,K-패션,13.97,대만
202304,K-문화체험,2.52,대만
202304,K-스포츠,0.32,대만
202304,K-나이트컬처,0.5,대만
202304,K-공연,0.18,대만
202305,K-라이프스타일푸드,31.09,대만
202305,K-쇼핑,32.32,대만
202305,K-한식,12.01,대만
202305,K-뷰티웰니스,7.72,대만
202305,K-패션,13.19,대만
202305,K-문화체험,2.55,대만
202305,K-스포츠,0.35,대만
202305,K-나이트컬처,0.55,대만
202305,K-공연,0.21,대만
202306,K-라이프스타일푸드,30.87,대만
202306,K-쇼핑,30.83,대만
202306,K-한식,12.07,대만
202306,K-뷰티웰니스,7.84,대만
202306,K-패션,14.14,대만
202306,K-문화체험,3.18,대만
202306,K-스포츠,0.33,대만
202306,K-나이트컬처,0.51,대만
202306,K-공연,0.23,대만
202307,K-라이프스타일푸드,31.18,대만
202307,K-쇼핑,32.57,대만
202307,K-한식,11.78,대만
202307,K-뷰티웰니스,7.11,대만
202307,K-패션,11.99,대만
202307,K-문화체험,4.26,대만
202307,K-스포츠,0.41,대만
202307,K-나이트컬처,0.45,대만
202307,K-공연,0.25,대만
202308,K-라이프스타일푸드,31.11,대만
202308,K-쇼핑,32.31,대만
202308,K-한식,11.63,대만
202308,K-뷰티웰니스,7.55,대만
202308,K-패션,12.06,대만
202308,K-문화체험,4.31,대만
202308,K-스포츠,0.38,대만
202308,K-나이트컬처,0.44,대만
202308,K-공연,0.21,대만
202309,K-라이프스타일푸드,31.53,대만
202309,K-쇼핑,31.46,대만
202309,K-한식,12.14,대만
202309,K-뷰티웰니스,7.96,대만
202309,K-패션,13.01,대만
202309,K-문화체험,2.83,대만
202309,K-스포츠,0.33,대만
202309,K-나이트컬처,0.54,대만
202309,K-공연,0.2,대만
202310,K-라이프스타일푸드,31.99,대만
202310,K-쇼핑,30.13,대만
202310,K-한식,12.8,대만
202310,K-뷰티웰니스,7.82,대만
202310,K-패션,13.06,대만
202310,K-문화체험,3.09,대만
202310,K-스포츠,0.38,대만
202310,K-나이트컬처,0.54,대만
202310,K-공연,0.19,대만
202311,K-라이프스타일푸드,31.47,대만
202311,K-쇼핑,31.33,대만
202311,K-한식,12.78,대만
202311,K-뷰티웰니스,7.8,대만
202311,K-패션,12.95,대만
202311,K-문화체험,2.63,대만
202311,K-스포츠,0.33,대만
202311,K-나이트컬처,0.53,대만
202311,K-공연,0.19,대만
202312,K-라이프스타일푸드,31.71,대만
202312,K-쇼핑,31.27,대만
202312,K-한식,12.27,대만
202312,K-뷰티웰니스,8.09,대만
202312,K-패션,12.74,대만
202312,K-문화체험,2.73,대만
202312,K-스포츠,0.49,대만
202312,K-나이트컬처,0.54,대만
202312,K-공연,0.16,대만
202401,K-라이프스타일푸드,32.7,대만
202401,K-쇼핑,31.14,대만
202401,K-한식,11.86,대만
202401,K-뷰티웰니스,8.33,대만
202401,K-패션,11.92,대만
202401,K-문화체험,2.79,대만
202401,K-스포츠,0.64,대만
202401,K-나이트컬처,0.43,대만
202401,K-공연,0.19,대만
202402,K-라이프스타일푸드,32.48,대만
202402,K-쇼핑,32.17,대만
202402,K-한식,12.04,대만
202402,K-뷰티웰니스,7.91,대만
202402,K-패션,11.12,대만
202402,K-문화체험,2.98,대만
202402,K-스포츠,0.65,대만
202402,K-나이트컬처,0.39,대만
202402,K-공연,0.25,대만
202403,K-라이프스타일푸드,32.45,대만
202403,K-쇼핑,31.48,대만
202403,K-한식,11.59,대만
202403,K-뷰티웰니스,8.82,대만
202403,K-패션,12.1,대만
202403,K-문화체험,2.53,대만
202403,K-스포츠,0.34,대만
202403,K-나이트컬처,0.42,대만
202403,K-공연,0.27,대만
202404,K-라이프스타일푸드,33.14,대만
202404,K-쇼핑,30.09,대만
202404,K-한식,11.8,대만
202404,K-뷰티웰니스,8.49,대만
